city,generations,population_size,offspring_size,scheme,init_time,run_time
qa194.tsp,10,20,8,Truncation,0.7648468017578125,0.030279159545898438
qa194.tsp,10,20,8,Truncation,0.7517337799072266,0.029325485229492188
qa194.tsp,10,20,10,Truncation,0.7505416870117188,0.030755996704101562
qa194.tsp,10,20,10,Truncation,0.7855892181396484,0.03361701965332031
qa194.tsp,10,20,10,Truncation,0.7605552673339844,0.028133392333984375
qa194.tsp,10,20,12,Truncation,0.7529258728027344,0.028848648071289062
qa194.tsp,10,20,12,Truncation,0.7486343383789062,0.028371810913085938
qa194.tsp,10,20,12,Truncation,0.7610321044921875,0.029087066650390625
qa194.tsp,10,20,14,Truncation,0.7736682891845703,0.028848648071289062
qa194.tsp,10,20,14,Truncation,0.7917881011962891,0.029802322387695312
qa194.tsp,10,20,14,Truncation,0.7526874542236328,0.029087066650390625
qa194.tsp,10,50,5,Truncation,0.7562637329101562,0.028133392333984375
qa194.tsp,10,50,5,Truncation,0.7560253143310547,0.02956390380859375
qa194.tsp,10,50,5,Truncation,0.7531642913818359,0.028848648071289062
qa194.tsp,10,50,10,Truncation,0.7939338684082031,0.0286102294921875
qa194.tsp,10,50,10,Truncation,0.8015632629394531,0.030517578125
qa194.tsp,10,50,10,Truncation,0.7607936859130859,0.02956390380859375
qa194.tsp,10,50,15,Truncation,0.7703304290771484,0.0286102294921875
qa194.tsp,10,50,15,Truncation,0.7572174072265625,0.028848648071289062
qa194.tsp,10,50,15,Truncation,0.7534027099609375,0.0286102294921875
qa194.tsp,10,50,20,Truncation,0.759124755859375,0.028133392333984375
qa194.tsp,10,50,20,Truncation,0.7636547088623047,0.029802322387695312
qa194.tsp,10,50,20,Truncation,0.7669925689697266,0.029325485229492188
qa194.tsp,10,50,25,Truncation,0.8740425109863281,0.030755996704101562
qa194.tsp,10,50,25,Truncation,0.7569789886474609,0.030040740966796875
qa194.tsp,10,50,25,Truncation,0.7903575897216797,0.029325485229492188
qa194.tsp,10,50,30,Truncation,0.8087158203125,0.029325485229492188
qa194.tsp,10,50,30,Truncation,0.7612705230712891,0.02956390380859375
qa194.tsp,10,50,30,Truncation,0.8158683776855469,0.030279159545898438
qa194.tsp,10,50,35,Truncation,0.7786750793457031,0.030040740966796875
qa194.tsp,10,50,35,Truncation,0.7758140563964844,0.030279159545898438
qa194.tsp,10,50,35,Truncation,0.7748603820800781,0.031232833862304688
qa194.tsp,10,100,10,Truncation,0.8699893951416016,0.030517578125
qa194.tsp,10,100,10,Truncation,0.7658004760742188,0.029802322387695312
qa194.tsp,10,100,10,Truncation,0.8008480072021484,0.030279159545898438
qa194.tsp,10,100,20,Truncation,0.7650852203369141,0.02956390380859375
qa194.tsp,10,100,20,Truncation,0.7581710815429688,0.029087066650390625
qa194.tsp,10,100,20,Truncation,0.7953643798828125,0.030994415283203125
qa194.tsp,10,100,30,Truncation,0.7903575897216797,0.028371810913085938
qa194.tsp,10,100,30,Truncation,0.7619857788085938,0.02956390380859375
qa194.tsp,10,100,30,Truncation,0.7696151733398438,0.029802322387695312
qa194.tsp,10,100,40,Truncation,0.7627010345458984,0.03147125244140625
qa194.tsp,10,100,40,Truncation,0.7507801055908203,0.028848648071289062
qa194.tsp,10,100,40,Truncation,0.7660388946533203,0.029802322387695312
qa194.tsp,10,100,50,Truncation,0.7712841033935547,0.028133392333984375
qa194.tsp,10,100,50,Truncation,0.7593631744384766,0.030279159545898438
qa194.tsp,10,100,50,Truncation,0.7550716400146484,0.029802322387695312
qa194.tsp,10,100,60,Truncation,0.812530517578125,0.028848648071289062
qa194.tsp,10,100,60,Truncation,0.7967948913574219,0.030994415283203125
qa194.tsp,10,100,60,Truncation,0.8156299591064453,0.029325485229492188
qa194.tsp,10,100,70,Truncation,0.8084774017333984,0.04363059997558594
qa194.tsp,10,100,70,Truncation,0.7581710815429688,0.02956390380859375
qa194.tsp,10,100,70,Truncation,0.8299350738525391,0.02956390380859375
qa194.tsp,10,200,20,Truncation,0.7796287536621094,0.029802322387695312
qa194.tsp,10,200,20,Truncation,0.7815361022949219,0.029802322387695312
qa194.tsp,10,200,20,Truncation,0.7841587066650391,0.030040740966796875
qa194.tsp,10,200,40,Truncation,0.7576942443847656,0.029087066650390625
qa194.tsp,10,200,40,Truncation,0.8172988891601562,0.030040740966796875
qa194.tsp,10,200,40,Truncation,0.7879734039306641,0.04172325134277344
qa194.tsp,10,200,60,Truncation,0.7586479187011719,0.029087066650390625
qa194.tsp,10,200,60,Truncation,0.7634162902832031,0.030040740966796875
qa194.tsp,10,200,60,Truncation,0.7603168487548828,0.030755996704101562
qa194.tsp,10,200,80,Truncation,0.8299350738525391,0.030755996704101562
qa194.tsp,10,200,80,Truncation,0.8001327514648438,0.030279159545898438
qa194.tsp,10,200,80,Truncation,0.8213520050048828,0.0286102294921875
qa194.tsp,10,200,100,Truncation,0.7817745208740234,0.030279159545898438
qa194.tsp,10,200,100,Truncation,0.7731914520263672,0.02956390380859375
qa194.tsp,10,200,100,Truncation,1.1816024780273438,0.03147125244140625
qa194.tsp,10,200,120,Truncation,0.7748603820800781,0.030279159545898438
qa194.tsp,10,200,120,Truncation,0.7698535919189453,0.030755996704101562
qa194.tsp,10,200,120,Truncation,0.8366107940673828,0.0324249267578125
qa194.tsp,10,200,140,Truncation,0.7927417755126953,0.03170967102050781
qa194.tsp,10,200,140,Truncation,0.8225440979003906,0.03147125244140625
qa194.tsp,10,200,140,Truncation,0.7903575897216797,0.029802322387695312
qa194.tsp,10,500,50,Truncation,0.7982254028320312,0.030040740966796875
qa194.tsp,10,500,50,Truncation,0.7636547088623047,0.030040740966796875
qa194.tsp,10,500,50,Truncation,0.7727146148681641,0.028848648071289062
qa194.tsp,10,500,100,Truncation,0.7576942443847656,0.02956390380859375
qa194.tsp,10,500,100,Truncation,0.7603168487548828,0.02956390380859375
qa194.tsp,10,500,100,Truncation,0.7843971252441406,0.04363059997558594
qa194.tsp,10,500,150,Truncation,0.7925033569335938,0.0286102294921875
qa194.tsp,10,500,150,Truncation,0.7636547088623047,0.0286102294921875
qa194.tsp,10,500,150,Truncation,0.7581710815429688,0.029802322387695312
qa194.tsp,10,500,200,Truncation,0.7603168487548828,0.029087066650390625
qa194.tsp,10,500,200,Truncation,0.7658004760742188,0.02956390380859375
qa194.tsp,10,500,200,Truncation,0.7951259613037109,0.028848648071289062
qa194.tsp,10,500,250,Truncation,0.7572174072265625,0.030279159545898438
qa194.tsp,10,500,250,Truncation,0.7717609405517578,0.029087066650390625
qa194.tsp,10,500,250,Truncation,0.7781982421875,0.028848648071289062
qa194.tsp,10,500,300,Truncation,0.7641315460205078,0.028371810913085938
qa194.tsp,10,500,300,Truncation,0.7574558258056641,0.027894973754882812
qa194.tsp,10,500,300,Truncation,0.7581710815429688,0.030040740966796875
qa194.tsp,10,500,350,Truncation,0.7574558258056641,0.030517578125
qa194.tsp,10,500,350,Truncation,0.9360313415527344,0.030755996704101562
qa194.tsp,10,500,350,Truncation,0.7576942443847656,0.029325485229492188
qa194.tsp,10,1000,100,Truncation,0.8022785186767578,0.029325485229492188
qa194.tsp,10,1000,100,Truncation,0.7855892181396484,0.029802322387695312
qa194.tsp,10,1000,100,Truncation,0.9131431579589844,0.030517578125
qa194.tsp,10,1000,200,Truncation,0.7555484771728516,0.030517578125
qa194.tsp,10,1000,200,Truncation,0.7617473602294922,0.02956390380859375
qa194.tsp,10,1000,200,Truncation,0.766754150390625,0.030755996704101562
qa194.tsp,10,1000,300,Truncation,0.7758140563964844,0.030994415283203125
qa194.tsp,10,1000,300,Truncation,0.7653236389160156,0.0286102294921875
qa194.tsp,10,1000,300,Truncation,0.7605552673339844,0.029325485229492188
qa194.tsp,10,1000,400,Truncation,0.7555484771728516,0.029802322387695312
qa194.tsp,10,1000,400,Truncation,0.7960796356201172,0.030279159545898438
qa194.tsp,10,1000,400,Truncation,0.8759498596191406,0.030040740966796875
qa194.tsp,10,1000,500,Truncation,0.7655620574951172,0.029325485229492188
qa194.tsp,10,1000,500,Truncation,0.7603168487548828,0.02956390380859375
qa194.tsp,10,1000,500,Truncation,0.8559226989746094,0.029802322387695312
qa194.tsp,10,1000,600,Truncation,0.7891654968261719,0.030279159545898438
qa194.tsp,10,1000,600,Truncation,0.7576942443847656,0.029802322387695312
qa194.tsp,10,1000,600,Truncation,0.7548332214355469,0.029087066650390625
qa194.tsp,10,1000,700,Truncation,0.7593631744384766,0.029087066650390625
qa194.tsp,10,1000,700,Truncation,0.7603168487548828,0.031948089599609375
qa194.tsp,10,1000,700,Truncation,0.7610321044921875,0.030040740966796875
qa194.tsp,20,10,1,Truncation,0.7627010345458984,0.029325485229492188
qa194.tsp,20,10,1,Truncation,0.7641315460205078,0.030040740966796875
qa194.tsp,20,10,1,Truncation,0.7541179656982422,0.029802322387695312
qa194.tsp,20,10,2,Truncation,0.7560253143310547,0.02956390380859375
qa194.tsp,20,10,2,Truncation,0.7586479187011719,0.028848648071289062
qa194.tsp,20,10,2,Truncation,0.8931159973144531,0.030279159545898438
qa194.tsp,20,10,3,Truncation,0.7793903350830078,0.030279159545898438
qa194.tsp,20,10,3,Truncation,0.7658004760742188,0.030040740966796875
qa194.tsp,20,10,3,Truncation,0.8089542388916016,0.029802322387695312
qa194.tsp,20,10,4,Truncation,0.8883476257324219,0.030040740966796875
qa194.tsp,20,10,4,Truncation,0.7812976837158203,0.028848648071289062
qa194.tsp,20,10,4,Truncation,0.8134841918945312,0.029087066650390625
qa194.tsp,20,10,5,Truncation,0.8335113525390625,0.03218650817871094
qa194.tsp,20,10,5,Truncation,0.8563995361328125,0.030040740966796875
qa194.tsp,20,10,5,Truncation,0.7576942443847656,0.029802322387695312
qa194.tsp,20,10,6,Truncation,0.7739067077636719,0.02956390380859375
qa194.tsp,20,10,6,Truncation,0.7703304290771484,0.028848648071289062
qa194.tsp,20,10,6,Truncation,0.7693767547607422,0.02956390380859375
qa194.tsp,20,10,7,Truncation,0.7736682891845703,0.030279159545898438
qa194.tsp,20,10,7,Truncation,0.7827281951904297,0.030279159545898438
qa194.tsp,20,10,7,Truncation,0.77056884765625,0.02956390380859375
qa194.tsp,20,20,2,Truncation,0.9055137634277344,0.04267692565917969
qa194.tsp,20,20,2,Truncation,0.7777214050292969,0.029325485229492188
qa194.tsp,20,20,2,Truncation,0.7824897766113281,0.029802322387695312
qa194.tsp,20,20,4,Truncation,0.8029937744140625,0.06890296936035156
qa194.tsp,20,20,4,Truncation,0.8559226989746094,0.030755996704101562
qa194.tsp,20,20,4,Truncation,0.7724761962890625,0.030279159545898438
qa194.tsp,20,20,6,Truncation,0.7872581481933594,0.030279159545898438
qa194.tsp,20,20,6,Truncation,0.8823871612548828,0.030040740966796875
qa194.tsp,20,20,6,Truncation,0.7898807525634766,0.030517578125
qa194.tsp,20,20,8,Truncation,0.7884502410888672,0.029802322387695312
qa194.tsp,20,20,8,Truncation,0.8065700531005859,0.030040740966796875
qa194.tsp,20,20,8,Truncation,0.8282661437988281,0.029087066650390625
qa194.tsp,20,20,10,Truncation,0.8552074432373047,0.030040740966796875
qa194.tsp,20,20,10,Truncation,0.7648468017578125,0.030755996704101562
qa194.tsp,20,20,10,Truncation,0.759124755859375,0.029325485229492188
qa194.tsp,20,20,12,Truncation,0.75531005859375,0.029325485229492188
qa194.tsp,20,20,12,Truncation,0.8063316345214844,0.030279159545898438
qa194.tsp,20,20,12,Truncation,0.7619857788085938,0.030040740966796875
qa194.tsp,20,20,14,Truncation,0.7607936859130859,0.030279159545898438
qa194.tsp,20,20,14,Truncation,0.7982254028320312,0.02956390380859375
qa194.tsp,20,20,14,Truncation,0.7567405700683594,0.028848648071289062
qa194.tsp,20,50,5,Truncation,0.9367465972900391,0.03147125244140625
qa194.tsp,20,50,5,Truncation,0.7808208465576172,0.030517578125
qa194.tsp,20,50,5,Truncation,0.8397102355957031,0.030755996704101562
qa194.tsp,20,50,10,Truncation,0.7827281951904297,0.03361701965332031
qa194.tsp,20,50,10,Truncation,0.7796287536621094,0.029802322387695312
qa194.tsp,20,50,10,Truncation,0.7731914520263672,0.03504753112792969
qa194.tsp,20,50,15,Truncation,0.7665157318115234,0.030517578125
qa194.tsp,20,50,15,Truncation,0.8008480072021484,0.04267692565917969
qa194.tsp,20,50,15,Truncation,0.7531642913818359,0.030279159545898438
qa194.tsp,20,50,20,Truncation,0.7631778717041016,0.030517578125
qa194.tsp,20,50,20,Truncation,0.7796287536621094,0.029802322387695312
qa194.tsp,20,50,20,Truncation,0.8072853088378906,0.030279159545898438
qa194.tsp,20,50,25,Truncation,0.7588863372802734,0.029087066650390625
qa194.tsp,20,50,25,Truncation,0.7658004760742188,0.02956390380859375
qa194.tsp,20,50,25,Truncation,0.7779598236083984,0.04315376281738281
qa194.tsp,20,50,30,Truncation,0.7672309875488281,0.030517578125
qa194.tsp,20,50,30,Truncation,0.7925033569335938,0.029325485229492188
qa194.tsp,20,50,30,Truncation,0.7605552673339844,0.030040740966796875
qa194.tsp,20,50,35,Truncation,0.7617473602294922,0.030279159545898438
qa194.tsp,20,50,35,Truncation,0.7710456848144531,0.030517578125
qa194.tsp,20,50,35,Truncation,0.7662773132324219,0.029802322387695312
qa194.tsp,20,100,10,Truncation,0.7760524749755859,0.029325485229492188
qa194.tsp,20,100,10,Truncation,0.7681846618652344,0.029802322387695312
qa194.tsp,20,100,10,Truncation,0.7658004760742188,0.02956390380859375
qa194.tsp,20,100,20,Truncation,0.7684230804443359,0.03266334533691406
qa194.tsp,20,100,20,Truncation,0.7643699645996094,0.029802322387695312
qa194.tsp,20,100,20,Truncation,0.7920265197753906,0.02956390380859375
qa194.tsp,20,100,30,Truncation,0.7727146148681641,0.030517578125
qa194.tsp,20,100,30,Truncation,0.7839202880859375,0.030040740966796875
qa194.tsp,20,100,30,Truncation,0.7677078247070312,0.029802322387695312
qa194.tsp,20,100,40,Truncation,0.7712841033935547,0.029325485229492188
qa194.tsp,20,100,40,Truncation,0.7755756378173828,0.029087066650390625
qa194.tsp,20,100,40,Truncation,0.8015632629394531,0.02956390380859375
qa194.tsp,20,100,50,Truncation,0.7684230804443359,0.028848648071289062
qa194.tsp,20,100,50,Truncation,0.7624626159667969,0.02956390380859375
qa194.tsp,20,100,50,Truncation,0.7681846618652344,0.030040740966796875
qa194.tsp,20,100,60,Truncation,0.7712841033935547,0.02956390380859375
qa194.tsp,20,100,60,Truncation,0.7727146148681641,0.030040740966796875
qa194.tsp,20,100,60,Truncation,0.7760524749755859,0.029087066650390625
qa194.tsp,20,100,70,Truncation,0.7627010345458984,0.030279159545898438
qa194.tsp,20,100,70,Truncation,0.7712841033935547,0.028848648071289062
qa194.tsp,20,100,70,Truncation,0.8118152618408203,0.031232833862304688
qa194.tsp,20,200,20,Truncation,0.7567405700683594,0.028133392333984375
qa194.tsp,20,200,20,Truncation,0.7722377777099609,0.030517578125
qa194.tsp,20,200,20,Truncation,0.7696151733398438,0.02956390380859375
qa194.tsp,20,200,40,Truncation,0.7688999176025391,0.030040740966796875
qa194.tsp,20,200,40,Truncation,0.7627010345458984,0.02956390380859375
qa194.tsp,20,200,40,Truncation,0.7681846618652344,0.02956390380859375
qa194.tsp,20,200,60,Truncation,0.7648468017578125,0.02956390380859375
qa194.tsp,20,200,60,Truncation,0.8046627044677734,0.02956390380859375
qa194.tsp,20,200,60,Truncation,0.7648468017578125,0.029325485229492188
qa194.tsp,20,200,80,Truncation,0.7889270782470703,0.030040740966796875
qa194.tsp,20,200,80,Truncation,0.7767677307128906,0.029802322387695312
qa194.tsp,20,200,80,Truncation,0.7696151733398438,0.030994415283203125
qa194.tsp,20,200,100,Truncation,0.8070468902587891,0.029802322387695312
qa194.tsp,20,200,100,Truncation,0.8075237274169922,0.029325485229492188
qa194.tsp,20,200,100,Truncation,0.7741451263427734,0.029802322387695312
qa194.tsp,20,200,120,Truncation,0.7724761962890625,0.029802322387695312
qa194.tsp,20,200,120,Truncation,0.7770061492919922,0.030517578125
qa194.tsp,20,200,120,Truncation,0.8616447448730469,0.030994415283203125
qa194.tsp,20,200,140,Truncation,0.7996559143066406,0.03314018249511719
qa194.tsp,20,200,140,Truncation,0.7834434509277344,0.030040740966796875
qa194.tsp,20,200,140,Truncation,0.7691383361816406,0.0286102294921875
qa194.tsp,20,500,50,Truncation,1.6219615936279297,0.03170967102050781
qa194.tsp,20,500,50,Truncation,0.7560253143310547,0.029325485229492188
qa194.tsp,20,500,50,Truncation,0.7646083831787109,0.030517578125
qa194.tsp,20,500,100,Truncation,0.7660388946533203,0.028848648071289062
qa194.tsp,20,500,100,Truncation,0.8177757263183594,0.030279159545898438
qa194.tsp,20,500,100,Truncation,0.8223056793212891,0.031232833862304688
qa194.tsp,20,500,150,Truncation,0.7758140563964844,0.029802322387695312
qa194.tsp,20,500,150,Truncation,0.7741451263427734,0.02956390380859375
qa194.tsp,20,500,150,Truncation,0.7598400115966797,0.02956390380859375
qa194.tsp,20,500,200,Truncation,0.8089542388916016,0.030040740966796875
qa194.tsp,20,500,200,Truncation,0.7996559143066406,0.030279159545898438
qa194.tsp,20,500,200,Truncation,0.7836818695068359,0.030040740966796875
qa194.tsp,20,500,250,Truncation,1.1858940124511719,0.0324249267578125
qa194.tsp,20,500,250,Truncation,0.766754150390625,0.02956390380859375
qa194.tsp,20,500,250,Truncation,0.7872581481933594,0.030040740966796875
qa194.tsp,20,500,300,Truncation,0.7905960083007812,0.030279159545898438
qa194.tsp,20,500,300,Truncation,0.7903575897216797,0.029087066650390625
qa194.tsp,20,500,300,Truncation,0.8666515350341797,0.030040740966796875
qa194.tsp,20,500,350,Truncation,1.0943412780761719,0.030994415283203125
qa194.tsp,20,500,350,Truncation,0.8780956268310547,0.031232833862304688
qa194.tsp,20,500,350,Truncation,0.7736682891845703,0.030994415283203125
qa194.tsp,20,1000,100,Truncation,0.8816719055175781,0.03170967102050781
qa194.tsp,20,1000,100,Truncation,0.7596015930175781,0.029087066650390625
qa194.tsp,20,1000,100,Truncation,0.7612705230712891,0.029802322387695312
qa194.tsp,20,1000,200,Truncation,0.7624626159667969,0.029802322387695312
qa194.tsp,20,1000,200,Truncation,0.7905960083007812,0.04649162292480469
qa194.tsp,20,1000,200,Truncation,0.7953643798828125,0.0286102294921875
qa194.tsp,20,1000,300,Truncation,0.759124755859375,0.029325485229492188
qa194.tsp,20,1000,300,Truncation,0.7841587066650391,0.029802322387695312
qa194.tsp,20,1000,300,Truncation,0.7691383361816406,0.030755996704101562
qa194.tsp,20,1000,400,Truncation,0.7619857788085938,0.028848648071289062
qa194.tsp,20,1000,400,Truncation,0.7729530334472656,0.029802322387695312
qa194.tsp,20,1000,400,Truncation,0.7712841033935547,0.029802322387695312
qa194.tsp,20,1000,500,Truncation,0.7927417755126953,0.029325485229492188
qa194.tsp,20,1000,500,Truncation,0.7638931274414062,0.029802322387695312
qa194.tsp,20,1000,500,Truncation,0.7581710815429688,0.029325485229492188
qa194.tsp,20,1000,600,Truncation,0.8034706115722656,0.029325485229492188
qa194.tsp,20,1000,600,Truncation,0.7686614990234375,0.02956390380859375
qa194.tsp,20,1000,600,Truncation,0.762939453125,0.028848648071289062
qa194.tsp,20,1000,700,Truncation,0.7643699645996094,0.029087066650390625
qa194.tsp,20,1000,700,Truncation,0.7691383361816406,0.029802322387695312
qa194.tsp,20,1000,700,Truncation,0.8697509765625,0.030755996704101562
qa194.tsp,50,10,1,Truncation,0.7624626159667969,0.030517578125
qa194.tsp,50,10,1,Truncation,0.7715225219726562,0.030755996704101562
qa194.tsp,50,10,1,Truncation,0.7863044738769531,0.030040740966796875
qa194.tsp,50,10,2,Truncation,0.7779598236083984,0.030755996704101562
qa194.tsp,50,10,2,Truncation,0.782012939453125,0.02956390380859375
qa194.tsp,50,10,2,Truncation,0.7660388946533203,0.030040740966796875
qa194.tsp,50,10,3,Truncation,0.79345703125,0.029325485229492188
qa194.tsp,50,10,3,Truncation,0.8013248443603516,0.030279159545898438
qa194.tsp,50,10,3,Truncation,0.7612705230712891,0.02956390380859375
qa194.tsp,50,10,4,Truncation,0.7574558258056641,0.028848648071289062
qa194.tsp,50,10,4,Truncation,0.7925033569335938,0.029802322387695312
qa194.tsp,50,10,4,Truncation,0.7662773132324219,0.029802322387695312
qa194.tsp,50,10,5,Truncation,0.766754150390625,0.030279159545898438
qa194.tsp,50,10,5,Truncation,0.7703304290771484,0.029802322387695312
qa194.tsp,50,10,5,Truncation,0.7565021514892578,0.028848648071289062
qa194.tsp,50,10,6,Truncation,0.7684230804443359,0.029802322387695312
qa194.tsp,50,10,6,Truncation,0.7677078247070312,0.030517578125
qa194.tsp,50,10,6,Truncation,0.7653236389160156,0.029325485229492188
qa194.tsp,50,10,7,Truncation,0.7739067077636719,0.04649162292480469
qa194.tsp,50,10,7,Truncation,0.7648468017578125,0.030040740966796875
qa194.tsp,50,10,7,Truncation,0.7586479187011719,0.02956390380859375
qa194.tsp,50,20,2,Truncation,0.7965564727783203,0.02956390380859375
qa194.tsp,50,20,2,Truncation,0.7658004760742188,0.029802322387695312
qa194.tsp,50,20,2,Truncation,0.7662773132324219,0.030755996704101562
qa194.tsp,50,20,4,Truncation,0.7593631744384766,0.031232833862304688
qa194.tsp,50,20,4,Truncation,0.7483959197998047,0.030994415283203125
qa194.tsp,50,20,4,Truncation,0.7739067077636719,0.031232833862304688
qa194.tsp,50,20,6,Truncation,0.7712841033935547,0.030517578125
qa194.tsp,50,20,6,Truncation,0.7605552673339844,0.030755996704101562
qa194.tsp,50,20,6,Truncation,0.7653236389160156,0.030040740966796875
qa194.tsp,50,20,8,Truncation,0.7677078247070312,0.029325485229492188
qa194.tsp,50,20,8,Truncation,0.8654594421386719,0.030279159545898438
qa194.tsp,50,20,8,Truncation,0.7607936859130859,0.029802322387695312
qa194.tsp,50,20,10,Truncation,0.762939453125,0.028848648071289062
qa194.tsp,50,20,10,Truncation,0.7572174072265625,0.030279159545898438
qa194.tsp,50,20,10,Truncation,0.7681846618652344,0.028848648071289062
qa194.tsp,50,20,12,Truncation,0.7636547088623047,0.02956390380859375
qa194.tsp,50,20,12,Truncation,0.7646083831787109,0.02956390380859375
qa194.tsp,50,20,12,Truncation,0.7572174072265625,0.029802322387695312
qa194.tsp,50,20,14,Truncation,0.8318424224853516,0.030517578125
qa194.tsp,50,20,14,Truncation,0.7691383361816406,0.02956390380859375
qa194.tsp,50,20,14,Truncation,0.77056884765625,0.030755996704101562
qa194.tsp,50,50,5,Truncation,0.789642333984375,0.02956390380859375
qa194.tsp,50,50,5,Truncation,0.8220672607421875,0.029802322387695312
qa194.tsp,50,50,5,Truncation,0.7634162902832031,0.029325485229492188
qa194.tsp,50,50,10,Truncation,0.7693767547607422,0.030279159545898438
qa194.tsp,50,50,10,Truncation,0.8003711700439453,0.030517578125
qa194.tsp,50,50,10,Truncation,0.8244514465332031,0.0324249267578125
qa194.tsp,50,50,15,Truncation,0.7801055908203125,0.029802322387695312
qa194.tsp,50,50,15,Truncation,0.8249282836914062,0.030517578125
qa194.tsp,50,50,15,Truncation,0.7789134979248047,0.029802322387695312
qa194.tsp,50,50,20,Truncation,0.7841587066650391,0.030994415283203125
qa194.tsp,50,50,20,Truncation,0.782012939453125,0.03147125244140625
qa194.tsp,50,50,20,Truncation,0.7798671722412109,0.041484832763671875
qa194.tsp,50,50,25,Truncation,0.7669925689697266,0.02956390380859375
qa194.tsp,50,50,25,Truncation,0.7781982421875,0.030040740966796875
qa194.tsp,50,50,25,Truncation,0.7684230804443359,0.029325485229492188
qa194.tsp,50,50,30,Truncation,0.8041858673095703,0.029802322387695312
qa194.tsp,50,50,30,Truncation,0.7650852203369141,0.029802322387695312
qa194.tsp,50,50,30,Truncation,0.7677078247070312,0.029087066650390625
qa194.tsp,50,50,35,Truncation,0.7650852203369141,0.029802322387695312
qa194.tsp,50,50,35,Truncation,0.7593631744384766,0.02956390380859375
qa194.tsp,50,50,35,Truncation,0.7548332214355469,0.029325485229492188
qa194.tsp,50,100,10,Truncation,0.7686614990234375,0.030755996704101562
qa194.tsp,50,100,10,Truncation,0.7712841033935547,0.029802322387695312
qa194.tsp,50,100,10,Truncation,0.9446144104003906,0.029802322387695312
qa194.tsp,50,100,20,Truncation,0.7760524749755859,0.03147125244140625
qa194.tsp,50,100,20,Truncation,0.8211135864257812,0.031948089599609375
qa194.tsp,50,100,20,Truncation,0.7607936859130859,0.030755996704101562
qa194.tsp,50,100,30,Truncation,0.77056884765625,0.030517578125
qa194.tsp,50,100,30,Truncation,0.8251667022705078,0.0324249267578125
qa194.tsp,50,100,30,Truncation,0.7860660552978516,0.030517578125
qa194.tsp,50,100,40,Truncation,0.7786750793457031,0.030279159545898438
qa194.tsp,50,100,40,Truncation,0.9667873382568359,0.030994415283203125
qa194.tsp,50,100,40,Truncation,0.7910728454589844,0.031232833862304688
qa194.tsp,50,100,50,Truncation,0.7700920104980469,0.030279159545898438
qa194.tsp,50,100,50,Truncation,0.7715225219726562,0.02956390380859375
qa194.tsp,50,100,50,Truncation,0.7631778717041016,0.030040740966796875
qa194.tsp,50,100,60,Truncation,0.7543563842773438,0.030279159545898438
qa194.tsp,50,100,60,Truncation,0.7944107055664062,0.029325485229492188
qa194.tsp,50,100,60,Truncation,0.7619857788085938,0.029325485229492188
qa194.tsp,50,100,70,Truncation,0.7619857788085938,0.029802322387695312
qa194.tsp,50,100,70,Truncation,0.7700920104980469,0.029802322387695312
